CustomerId,Surname,CreditScore,CreditScoreTerms,Geography,Gender,Age,Age Group,Tenure,Customer_with_Bank,Balance,Balance_Avaliable,NumOfProducts,Service_Use_bank,HasCrCard,IsActiveMember,EstimatedSalary,Salary_Customer,Exited
15641732,Mills,543,Good,France,Female,36,Adult,3,New,0,Zero Amount,2,Average,0,0,26019.59,Low,0
15701164,Onyeorulu,506,Good,France,Female,34,Adult,4,New,90307.62,Average Amount,1,Low,1,1,159235.29,Excelent,0
15738751,Beit,493,Not Good,France,Female,46,Adult,4,New,0,Zero Amount,2,Average,1,0,1907.66,veryLow,0
15805254,Ndukaku,652,Good,Spain,Female,75,Senior,10,old,0,Zero Amount,2,Average,1,1,114675.75,Good,0
15762418,Gant,750,Good,Spain,Male,22,Adult,3,New,121681.82,Good,1,Low,1,0,128643.35,Excelent,1
15625759,Rowley,729,Good,France,Male,30,Adult,9,old,0,Zero Amount,2,Average,1,0,151869.35,Excelent,0
15622897,Sharpe,646,Good,France,Female,46,Adult,4,New,0,Zero Amount,3,Good,1,0,93251.42,Good,1
15767954,Osborne,635,Good,Germany,Female,28,Adult,3,New,81623.67,Average Amount,2,Average,1,1,156791.36,Excelent,0
15757535,Heap,647,Good,Spain,Female,44,Adult,5,New,0,Zero Amount,3,Good,1,1,174205.22,Excelent,1
15731511,Ritchie,808,Excelent,France,Male,45,Adult,7,old,118626.55,Good,2,Average,1,0,147132.46,Excelent,0
15809248,Cole,524,Good,France,Female,36,Adult,10,old,0,Zero Amount,2,Average,1,0,109614.57,Good,0
15640635,Capon,769,Good,France,Male,29,Adult,8,old,0,Zero Amount,2,Average,1,1,172290.61,Excelent,0
15676966,Capon,730,Good,Spain,Male,42,Adult,4,New,0,Zero Amount,2,Average,0,1,85982.47,Good,0
15699461,Fiorentini,515,Good,Spain,Male,35,Adult,10,old,176273.95,Good,1,Low,0,1,121277.78,Excelent,0
15738721,Graham,773,Good,Spain,Male,41,Adult,9,old,102827.44,Good,1,Low,0,1,64595.25,Average,0
15693683,Yuille,814,Excelent,Germany,Male,29,Adult,8,old,97086.4,Average Amount,2,Average,1,1,197276.13,Excelent,0
15604348,Allard,710,Good,Spain,Male,22,Adult,8,old,0,Zero Amount,2,Average,0,0,99645.04,Good,0
15633059,Fanucci,413,Not Good,France,Male,34,Adult,9,old,0,Zero Amount,2,Average,0,0,6534.18,Low,0
15808582,Fu,665,Good,France,Female,40,Adult,6,old,0,Zero Amount,1,Low,1,1,161848.03,Excelent,0
15743192,Hung,623,Good,France,Female,44,Adult,6,old,0,Zero Amount,2,Average,0,0,167162.43,Excelent,0
15580146,Hung,738,Good,France,Male,31,Adult,9,old,82674.15,Average Amount,1,Low,1,0,41970.72,Average,0
15776605,Bradley,528,Good,Spain,Male,36,Adult,7,old,0,Zero Amount,2,Average,1,0,60536.56,Average,0
15804919,Dunbabin,670,Good,Spain,Female,65,Senior,1,New,0,Zero Amount,1,Low,1,1,177655.68,Excelent,1
15613854,Mauldon,622,Good,Spain,Female,46,Adult,4,New,107073.27,Good,2,Average,1,1,30984.59,Average,1
15599195,Stiger,582,Good,Germany,Male,32,Adult,1,New,88938.62,Average Amount,1,Low,1,1,10054.53,Low,0
15812878,Parsons,785,Good,Germany,Female,36,Adult,2,New,99806.85,Average Amount,1,Low,0,1,36976.52,Average,0
15602312,Walkom,605,Good,Spain,Male,33,Adult,5,New,150092.8,Good,1,Low,0,0,71862.79,Good,0
15744689,T'ang,479,Not Good,Germany,Male,35,Adult,9,old,92833.89,Average Amount,1,Low,1,0,99449.86,Good,1
15803526,Eremenko,685,Good,Germany,Male,30,Adult,3,New,90536.81,Average Amount,1,Low,0,1,63082.88,Average,0
15665790,Rowntree,538,Good,Germany,Male,39,Adult,7,old,108055.1,Good,2,Average,1,0,27231.26,Low,0
15715951,Thorpe,562,Good,France,Male,42,Adult,2,New,100238.35,Good,1,Low,0,0,86797.41,Good,0
15591100,Chiemela,675,Good,Spain,Male,36,Adult,9,old,106190.55,Good,1,Low,0,1,22994.32,Low,0
15609618,Fanucci,721,Good,Germany,Male,28,Adult,9,old,154475.54,Good,2,Average,0,1,101300.94,Good,1
15675522,Ko,628,Good,Germany,Female,30,Adult,9,old,132351.29,Good,2,Average,1,1,74169.13,Good,0
15705512,Welch,668,Good,Germany,Female,37,Adult,6,old,167864.4,Good,1,Low,1,0,115638.29,Good,0
15698028,Duncan,506,Good,France,Female,41,Adult,1,New,0,Zero Amount,2,Average,1,0,31766.3,Average,0
15661670,Chidozie,524,Good,Germany,Female,31,Adult,8,old,107818.63,Good,1,Low,1,0,199725.39,Excelent,1
15600781,Wu,699,Good,Germany,Male,34,Adult,4,New,185173.81,Good,2,Average,1,0,120834.48,Excelent,0
15682472,Culbreth,828,Excelent,France,Male,34,Adult,8,old,129433.34,Good,2,Average,0,0,38131.77,Average,0
15580203,Kennedy,674,Good,Spain,Male,39,Adult,6,old,120193.42,Good,1,Low,0,0,100130.95,Good,0
15690673,Cameron,656,Good,France,Female,39,Adult,6,old,0,Zero Amount,2,Average,1,0,141069.88,Excelent,0
15760085,Calabresi,684,Good,Germany,Female,48,Adult,10,old,126384.42,Good,1,Low,1,1,198129.36,Excelent,0
15779659,Zetticci,625,Good,France,Female,28,Adult,3,New,0,Zero Amount,1,Low,0,0,183646.41,Excelent,0
15627360,Fuller,432,Not Good,France,Male,42,Adult,9,old,152603.45,Good,1,Low,1,0,110265.24,Good,1
15671137,MacDonald,549,Good,France,Female,52,Senior,1,New,0,Zero Amount,1,Low,0,1,8636.05,Low,1
15782688,Piccio,625,Good,Germany,Male,56,Senior,0,New,148507.24,Good,1,Low,1,0,46824.08,Average,1
15575492,Kennedy,828,Excelent,France,Female,41,Adult,7,old,0,Zero Amount,2,Average,1,0,171378.77,Excelent,0
15591607,Fernie,770,Good,France,Male,24,Adult,9,old,101827.07,Good,1,Low,1,0,167256.35,Excelent,0
15740404,He,758,Good,France,Female,34,Adult,3,New,0,Zero Amount,2,Average,1,1,124226.16,Excelent,0
15718369,Kaodilinakachukwu,795,Good,Germany,Female,33,Adult,9,old,130862.43,Good,1,Low,1,1,114935.21,Good,0
15677871,Cocci,687,Good,France,Male,38,Adult,9,old,122570.87,Good,1,Low,1,1,35608.88,Average,0
15642004,Alekseeva,686,Good,France,Male,25,Adult,1,New,0,Zero Amount,2,Average,0,1,16459.37,Low,0
15712543,Chinweike,789,Good,Germany,Male,39,Adult,7,old,124828.46,Good,2,Average,1,1,124411.08,Excelent,0
15584518,Arthur,589,Good,Germany,Female,50,Adult,5,New,144895.05,Good,2,Average,1,1,34941.23,Average,0
15802381,Li,461,Not Good,Germany,Female,34,Adult,5,New,63663.93,Average Amount,1,Low,0,1,167784.28,Excelent,0
15610156,Ma,637,Good,France,Male,40,Adult,2,New,133463.1,Good,1,Low,0,1,93165.34,Good,0
15594408,Chia,584,Good,Spain,Female,48,Adult,2,New,213146.2,Good,1,Low,1,0,75161.25,Good,1
15640905,Vasin,579,Good,Spain,Female,35,Adult,1,New,129490.36,Good,2,Average,0,1,8590.83,Low,1
15698932,Groves,756,Good,Germany,Male,44,Adult,10,old,137452.09,Good,1,Low,1,0,189543.9,Excelent,0
15724944,Tien,663,Good,France,Male,34,Adult,7,old,0,Zero Amount,2,Average,1,1,180427.24,Excelent,0
15628145,Forwood,682,Good,France,Female,43,Adult,5,New,125851.93,Good,1,Low,1,1,193318.33,Excelent,0
15713483,Greeves,793,Good,Spain,Male,52,Senior,2,New,0,Zero Amount,1,Low,1,0,159123.82,Excelent,1
15612350,Taylor,691,Good,France,Female,31,Adult,5,New,40915.55,Average Amount,1,Low,1,0,126213.84,Excelent,1
15800703,Madukwe,485,Not Good,Spain,Female,21,Adult,5,New,113157.22,Good,1,Low,1,1,54141.5,Average,0
15705707,Bennelong,635,Good,Spain,Female,29,Adult,8,old,138296.94,Good,2,Average,1,0,141075.51,Excelent,0
15754105,Olisanugo,650,Good,France,Male,37,Adult,5,New,106967.18,Good,1,Low,0,0,24495.03,Low,0
15703264,Chukwufumnanya,735,Good,France,Male,44,Adult,9,old,120681.63,Good,1,Low,1,0,74836.34,Good,0
15794413,Harris,416,Not Good,France,Male,32,Adult,0,New,0,Zero Amount,2,Average,0,1,878.87,veryLow,0
15650237,Morgan,754,Good,Spain,Female,32,Adult,7,old,0,Zero Amount,2,Average,1,0,89520.75,Good,0
15759618,Alexeeva,535,Good,France,Female,48,Adult,9,old,0,Zero Amount,1,Low,1,0,149892.79,Excelent,1
15811589,Metcalfe,716,Good,Spain,Male,42,Adult,8,old,0,Zero Amount,2,Average,1,0,180800.42,Excelent,0
15689044,Humphries,539,Good,France,Male,37,Adult,2,New,127609.59,Good,1,Low,1,0,98646.22,Good,0
15709368,Milne,614,Good,France,Female,43,Adult,6,old,0,Zero Amount,2,Average,1,1,109041.53,Good,0
15679145,Chou,706,Good,Spain,Male,57,Senior,7,old,0,Zero Amount,1,Low,1,0,17941.16,Low,1
15655007,Li,758,Good,France,Female,33,Adult,7,old,0,Zero Amount,2,Average,0,0,82996.47,Good,0
15623595,Clayton,586,Good,Spain,Female,28,Adult,2,New,0,Zero Amount,2,Average,1,1,92067.35,Good,0
15589975,Maclean,646,Good,France,Female,73,Senior,6,old,97259.25,Average Amount,1,Low,0,1,104719.66,Good,0
15804017,Chigolum,631,Good,Germany,Female,33,Adult,4,New,123246.7,Good,1,Low,0,0,112687.57,Good,0
15692132,Wilkinson,717,Good,Spain,Female,22,Adult,6,old,101060.25,Good,1,Low,0,1,84699.56,Good,0
15641122,Wei,684,Good,France,Male,30,Adult,2,New,0,Zero Amount,2,Average,1,0,83473.82,Good,0
15630910,Treacy,800,Good,France,Female,49,Adult,7,old,108007.36,Good,1,Low,0,0,47125.11,Average,0
15680772,Hu,721,Good,Spain,Female,36,Adult,2,New,0,Zero Amount,2,Average,1,1,106977.8,Good,0
15658929,Taverner,683,Good,Spain,Male,29,Adult,0,New,133702.89,Good,1,Low,1,0,55582.54,Average,1
15585388,Sherman,660,Good,Germany,Male,31,Adult,9,old,125189.75,Good,2,Average,1,1,139874.43,Excelent,0
15724623,Taubman,704,Good,Germany,Female,24,Adult,7,old,113034.22,Good,1,Low,1,0,162503.48,Excelent,1
15588537,Robinson,615,Good,Spain,Female,41,Adult,9,old,109013.23,Good,1,Low,1,0,196499.96,Excelent,0
15574692,Pinto,667,Good,Spain,Female,39,Adult,2,New,0,Zero Amount,2,Average,1,0,40721.24,Average,1
15611325,Wood,682,Good,Germany,Male,24,Adult,9,old,57929.81,Average Amount,2,Average,0,0,53134.3,Average,0
15587562,Hawkins,484,Not Good,France,Female,29,Adult,4,New,130114.39,Good,1,Low,1,0,164017.89,Excelent,0
15613172,Sun,628,Good,Germany,Male,27,Adult,5,New,95826.49,Average Amount,2,Average,1,0,155996.96,Excelent,0
15651022,Yost,480,Not Good,Germany,Male,44,Adult,10,old,129608.57,Good,1,Low,1,0,5472.7,Low,1
15586310,Ting,578,Good,France,Male,30,Adult,4,New,169462.09,Good,1,Low,1,0,112187.11,Good,0
15625524,Rowe,512,Good,France,Male,40,Adult,5,New,0,Zero Amount,2,Average,1,1,146457.83,Excelent,0
15755209,Fu,484,Not Good,Spain,Female,35,Adult,7,old,133868.21,Good,1,Low,1,1,27286.1,Low,0
15645248,Ho,510,Good,France,Female,30,Adult,0,New,0,Zero Amount,2,Average,1,1,130553.47,Excelent,0
15790355,Okechukwu,606,Good,Germany,Male,36,Adult,5,New,190479.48,Good,2,Average,0,0,179351.89,Excelent,0
15762615,Campbell,597,Good,Spain,Female,40,Adult,8,old,101993.12,Good,1,Low,0,1,94774.12,Good,0
15625426,Ashbolt,754,Good,Germany,Female,55,Senior,3,New,161608.81,Good,1,Low,1,0,8080.85,Low,1
15716334,Rozier,850,Excelent,Spain,Female,45,Adult,2,New,122311.21,Good,1,Low,1,1,19482.5,Low,0
15789669,Hsia,510,Good,France,Male,65,Senior,2,New,0,Zero Amount,2,Average,1,1,48071.61,Average,0
15621075,Ogbonnaya,778,Good,Germany,Female,45,Adult,1,New,162150.42,Good,2,Average,1,0,174531.27,Excelent,0
15810845,T'ang,636,Good,France,Male,42,Adult,2,New,0,Zero Amount,2,Average,1,1,55470.78,Average,0
15719377,Cocci,804,Excelent,France,Female,50,Adult,4,New,0,Zero Amount,1,Low,1,1,8546.87,Low,1
15654506,Chang,514,Good,France,Male,32,Adult,8,old,0,Zero Amount,2,Average,1,0,95857.18,Good,0
15771977,T'ao,730,Good,France,Female,39,Adult,1,New,99010.67,Average Amount,1,Low,1,0,194945.8,Excelent,0
15708710,Ford,525,Good,Spain,Female,37,Adult,0,New,0,Zero Amount,1,Low,0,1,131521.72,Excelent,0
15726676,Marshall,616,Good,Spain,Male,30,Adult,5,New,0,Zero Amount,2,Average,0,1,196108.51,Excelent,0
15587421,Tsai,687,Good,Germany,Female,34,Adult,7,old,111388.18,Good,2,Average,1,0,148564.76,Excelent,0
15726931,Onwumelu,715,Good,France,Female,41,Adult,8,old,56214.85,Average Amount,2,Average,0,0,92982.61,Good,1
15771086,Graham,512,Good,France,Female,36,Adult,3,New,84327.77,Average Amount,2,Average,1,0,17675.36,Low,0
15756850,Golovanov,479,Not Good,France,Male,40,Adult,1,New,0,Zero Amount,2,Average,0,0,114996.43,Good,0
15702741,Potts,601,Good,France,Male,32,Adult,8,old,93012.89,Average Amount,1,Low,1,0,86957.42,Good,0
15679200,Crawford,580,Good,Spain,Male,29,Adult,9,old,61710.44,Average Amount,2,Average,1,0,128077.8,Excelent,0
15594815,Aleshire,807,Excelent,France,Male,35,Adult,3,New,174790.15,Good,1,Low,1,1,600.36,veryLow,0
15635905,Moran,616,Good,Spain,Female,32,Adult,6,old,0,Zero Amount,2,Average,1,1,43001.46,Average,0
15777892,Samsonova,721,Good,Germany,Male,37,Adult,3,New,107720.64,Good,1,Low,1,1,158591.12,Excelent,0
15656176,Jenkins,501,Good,France,Male,57,Senior,10,old,0,Zero Amount,2,Average,1,1,47847.19,Average,0
15811127,Volkov,521,Good,France,Male,35,Adult,6,old,96423.84,Average Amount,1,Low,1,0,10488.44,Low,0
15604482,Chiemezie,850,Excelent,Spain,Male,30,Adult,2,New,141040.01,Good,1,Low,1,1,5978.2,Low,0
15622911,Jude,759,Good,France,Male,42,Adult,4,New,105420.18,Good,1,Low,0,1,121409.06,Excelent,0
15600974,He,516,Good,Spain,Male,50,Adult,5,New,0,Zero Amount,1,Low,0,1,146145.93,Excelent,1
15727868,Onuora,711,Good,France,Female,38,Adult,2,New,129022.06,Good,2,Average,1,1,14374.86,Low,1
15627801,Ginikanwa,512,Good,Spain,Male,33,Adult,3,New,176666.62,Good,1,Low,1,0,94670.77,Good,0
15773039,Ku,550,Good,France,Male,37,Adult,3,New,0,Zero Amount,1,Low,1,1,179670.31,Excelent,0
15755262,McDonald,608,Good,Spain,Female,41,Adult,3,New,89763.84,Average Amount,1,Low,0,0,199304.74,Excelent,1
15679531,Collins,618,Good,France,Male,34,Adult,5,New,134954.53,Good,1,Low,1,1,151954.39,Excelent,0
15684181,Hackett,643,Good,France,Male,45,Adult,5,New,0,Zero Amount,1,Low,1,0,142513.5,Excelent,1
15612087,Dike,671,Good,France,Male,45,Adult,2,New,106376.85,Good,1,Low,0,1,158264.62,Excelent,0
15752047,Trevisano,689,Good,Germany,Male,33,Adult,2,New,161814.64,Good,2,Average,1,0,169381.9,Excelent,0
15624592,Tan,603,Good,France,Male,31,Adult,8,old,0,Zero Amount,2,Average,1,1,169915.02,Excelent,0
15573152,Glassman,620,Good,France,Female,41,Adult,9,old,0,Zero Amount,2,Average,0,0,88852.47,Good,0
15594917,Miller,676,Good,France,Female,34,Adult,1,New,63095.01,Average Amount,1,Low,1,1,40645.81,Average,0
15785542,Kornilova,572,Good,Germany,Male,26,Adult,4,New,118287.01,Good,2,Average,0,0,60427.3,Average,0
15723488,Watson,668,Good,Germany,Male,47,Adult,7,old,106854.21,Good,1,Low,0,1,157959.02,Excelent,1
15680920,Marchesi,695,Good,France,Male,46,Adult,7,old,49512.55,Average Amount,1,Low,1,0,133007.34,Excelent,0
15786308,Millar,730,Good,Spain,Female,33,Adult,9,old,0,Zero Amount,2,Average,0,0,176576.62,Excelent,0
15659366,Shih,807,Excelent,France,Male,43,Adult,1,New,105799.32,Good,2,Average,1,0,34888.04,Average,1
15774854,Fuller,592,Good,France,Male,54,Senior,8,old,0,Zero Amount,1,Low,1,1,28737.71,Low,1
15725311,Hay,726,Good,France,Female,31,Adult,9,old,114722.05,Good,2,Average,1,1,98178.57,Good,0
15787155,Yang,514,Good,Spain,Male,30,Adult,7,old,0,Zero Amount,1,Low,0,1,125010.24,Excelent,0
15727829,McIntyre,567,Good,France,Male,42,Adult,2,New,0,Zero Amount,2,Average,1,1,167984.61,Excelent,0
15733247,Stevenson,850,Excelent,France,Male,33,Adult,10,old,0,Zero Amount,1,Low,1,0,4861.72,veryLow,1
15568748,Poole,671,Good,Germany,Male,45,Adult,6,old,99564.22,Average Amount,1,Low,1,1,108872.45,Good,1
15699029,Bagley,670,Good,France,Male,37,Adult,4,New,170557.91,Good,2,Average,1,0,198252.88,Excelent,0
15774393,Ch'ien,694,Good,France,Female,30,Adult,9,old,0,Zero Amount,2,Average,1,1,26960.31,Low,0
15676895,Cattaneo,547,Good,Germany,Female,39,Adult,6,old,74596.15,Average Amount,3,Good,1,1,85746.52,Good,1
15637753,O'Sullivan,751,Good,Germany,Male,50,Adult,2,New,96888.39,Average Amount,1,Low,1,0,77206.25,Good,1
15605461,Lucas,594,Good,Germany,Female,29,Adult,3,New,130830.22,Good,1,Low,1,0,61048.53,Average,0
15808473,Ringrose,673,Good,France,Male,72,Senior,1,New,0,Zero Amount,2,Average,0,1,111981.19,Good,0
15627000,Freeman,610,Good,France,Male,40,Adult,0,New,0,Zero Amount,2,Average,1,0,62232.6,Average,0
